"F1","F2","F3","F4","F5","F6","F7","F8","class"
"M",NA,NA,0.15,1.012,NA,0.2115,NA,"B"
"M",NA,0.52,0.155,1.368,0.6185,0.288,NA,"B"
"I",0.51,0.395,0.105,0.5525,NA,0.127,0.165,"A"
"F",NA,0.545,0.205,1.933,NA,0.429,0.498,"C"
"M",NA,NA,0.125,0.564,0.3035,0.0955,NA,"A"
"M",0.655,NA,0.205,1.6445,NA,0.3595,0.46,"C"
"I",NA,NA,0.15,0.742,0.3525,0.158,NA,"B"
"I",0.37,0.29,0.08,0.2545,0.108,0.0565,0.07,"A"
"M",NA,NA,0.185,1.1565,NA,0.2405,NA,"B"
"F",0.55,NA,0.125,0.765,NA,0.2125,NA,"B"
"F",NA,NA,0.165,1.0105,NA,0.209,NA,"C"
"F",NA,NA,0.165,1.5015,NA,0.358,NA,"C"
"F",0.68,NA,0.17,1.3435,NA,0.297,0.355,"C"
"M",0.65,NA,0.175,1.466,NA,0.3045,NA,"B"
"F",NA,NA,0.15,0.8745,NA,0.193,NA,"C"
"F",NA,0.535,0.22,1.866,NA,0.3835,NA,"B"
"F",NA,0.525,0.155,1.0385,0.427,0.2315,NA,"C"
"M",NA,0.395,0.12,0.674,NA,0.1235,0.185,"B"
"M",0.62,NA,0.195,1.5145,0.579,0.346,NA,"C"
"I",0.46,0.36,0.105,0.466,NA,0.099,NA,"A"
"I",0.545,0.425,0.14,0.8145,NA,0.231,0.244,"B"
"M",0.59,0.47,0.15,0.9955,NA,0.232,NA,"A"
"F",NA,0.5,0.16,1.22,NA,0.3,0.345,"C"
"F",NA,NA,0.19,1.428,0.493,0.318,0.565,"C"
"M",NA,NA,0.155,0.699,NA,0.1595,NA,"B"
"M",0.57,0.46,0.17,0.9035,NA,0.1935,0.214,"A"
"M",NA,NA,0.165,1.286,NA,0.271,0.35,"A"
"M",NA,0.45,0.155,0.9765,0.495,0.2145,NA,"B"
"M",NA,0.375,0.12,0.5565,0.226,0.122,0.195,"C"
"F",NA,0.48,0.165,1.1345,NA,0.27,NA,"B"
"F",0.65,0.52,0.195,1.6275,NA,0.3905,0.432,"C"
"M",NA,0.46,0.17,1.0565,0.4815,0.272,NA,"B"
"I",0.585,0.475,0.16,1.0505,0.48,0.234,NA,"B"
"F",0.63,NA,0.175,1.423,NA,0.3385,NA,"C"
"F",0.66,NA,0.155,1.3765,NA,0.288,0.335,"C"
"M",0.565,0.47,0.195,1.142,0.387,0.258,NA,"C"
"I",NA,NA,0.04,0.0325,NA,0.005,0.0095,"A"
"I",0.57,NA,0.14,0.7655,NA,0.14,0.24,"B"
"M",NA,0.25,0.09,0.203,0.0615,0.037,0.0795,"C"
"F",NA,0.48,0.175,1.1685,NA,0.2305,0.356,"B"
"F",NA,0.425,0.14,0.85,0.275,0.1625,0.285,"C"
"M",NA,0.515,0.165,1.369,NA,0.3415,0.358,"B"
"M",0.6,NA,0.21,1.9875,NA,0.419,NA,"B"
"F",0.67,NA,0.19,1.32,NA,0.3095,NA,"C"
"F",NA,NA,0.18,0.64,0.158,0.11,0.245,"C"
"I",NA,NA,0.13,0.7595,0.358,0.153,0.2055,"A"
"I",NA,NA,0.12,0.516,NA,0.1305,0.165,"A"
"F",NA,NA,0.16,1.1115,NA,0.2825,0.345,"C"
"M",0.63,NA,0.145,1.1005,NA,0.26,0.276,"B"
"M",0.61,0.47,0.165,1.052,NA,0.242,NA,"B"
"F",0.67,0.55,0.19,1.3905,0.5425,0.3035,NA,"C"
"I",0.385,NA,0.1,0.2755,NA,0.061,0.0725,"A"
"M",0.375,NA,0.1,0.2465,NA,0.0475,NA,"C"
"M",0.65,NA,0.175,1.4715,NA,0.315,0.399,"C"
"I",NA,NA,0.085,0.223,NA,0.0375,NA,"A"
"I",0.46,0.335,0.11,0.444,NA,0.0745,0.11,"A"
"I",NA,0.295,0.1,0.279,0.1155,0.059,0.08,"A"
"M",NA,0.38,0.12,0.474,0.197,0.1065,0.1545,"B"
"M",0.52,0.39,0.12,0.6435,NA,0.157,NA,"A"
"F",0.615,0.475,0.17,1.055,NA,0.246,NA,"B"
"M",NA,0.445,0.14,0.982,NA,0.2085,NA,"C"
"F",NA,0.525,0.19,1.6015,0.707,0.365,0.43,"B"
"I",NA,0.325,0.1,0.368,NA,0.0625,NA,"C"
"M",NA,NA,0.2,1.221,0.4605,0.263,NA,"C"
"M",NA,0.39,0.15,0.6355,NA,0.0885,0.255,"B"
"M",NA,NA,0.19,1.5595,NA,0.3715,NA,"C"
"F",NA,NA,0.135,0.775,NA,0.179,0.26,"C"
"M",NA,NA,0.14,0.7775,0.2015,0.18,NA,"C"
"F",0.66,0.53,0.17,1.431,NA,0.309,NA,"B"
"M",0.57,NA,0.175,1.185,0.474,0.261,0.38,"C"
"I",NA,NA,0.07,0.1005,0.0425,0.0185,NA,"A"
"F",NA,NA,0.2,1.3825,NA,0.285,0.381,"C"
"I",NA,NA,0.1,0.2865,0.115,0.0735,0.085,"A"
"M",NA,0.44,0.15,1.092,0.416,0.212,NA,"C"
"M",0.66,0.535,0.2,1.791,NA,0.318,NA,"C"
"I",0.475,NA,0.11,0.492,0.211,0.11,0.15,"A"
"M",0.625,0.47,0.17,1.1665,0.4605,0.2565,NA,"C"
"F",0.44,NA,0.17,0.4085,NA,0.0825,NA,"C"
"M",NA,NA,0.21,1.6785,0.6665,0.308,NA,"C"
"F",0.44,NA,0.105,0.364,NA,0.0805,NA,"A"
"M",0.575,0.455,0.155,1.013,NA,0.2085,NA,"C"
"F",0.465,NA,0.115,0.4705,NA,0.118,NA,"A"
"F",NA,NA,0.185,1.3955,0.456,0.3205,NA,"C"
"F",0.5,NA,0.135,0.45,0.1715,0.1055,NA,"B"
"I",NA,0.44,0.14,0.825,0.402,0.139,NA,"B"
"M",NA,NA,0.175,1.3725,NA,0.32,NA,"C"
"F",NA,0.485,0.165,0.9515,NA,0.193,NA,"C"
"M",0.595,0.5,0.165,1.06,NA,0.28,NA,"C"
"I",NA,NA,0.125,0.494,NA,0.0835,NA,"B"
"F",0.645,NA,0.175,1.546,0.7035,0.365,0.415,"B"
"M",0.345,NA,0.09,0.163,NA,0.037,NA,"B"
"M",0.575,0.45,0.165,0.9655,0.498,0.19,0.23,"A"
"I",0.515,0.385,0.125,0.6115,NA,0.1265,NA,"A"
"M",NA,0.505,0.165,1.167,NA,0.2955,NA,"B"
"F",NA,0.495,0.16,1.255,NA,0.3195,0.3225,"C"
"I",NA,0.335,0.11,0.383,NA,0.0675,0.135,"C"
"M",NA,0.455,0.15,0.9795,NA,0.205,0.275,"A"
"I",NA,0.4,0.145,0.705,NA,0.1365,NA,"B"
"F",0.455,0.35,0.14,0.5185,NA,0.1265,0.135,"B"
"M",0.62,0.49,0.15,1.195,NA,0.302,0.355,"B"
"I",NA,NA,0.07,0.109,0.044,0.0265,NA,"A"
"I",NA,NA,0.1,0.411,0.175,0.0855,NA,"A"
"M",NA,NA,0.09,0.198,NA,0.056,0.06,"B"
"I",NA,0.31,0.085,0.344,NA,0.0695,0.079,"A"
"I",0.225,NA,0.045,0.0465,NA,0.015,NA,"A"
"I",0.48,NA,0.12,0.514,0.2075,0.131,0.155,"C"
"I",NA,NA,0.095,0.2,NA,0.056,NA,"A"
"F",NA,0.29,0.125,0.3055,0.121,0.082,0.09,"A"
"F",0.465,0.35,0.115,0.421,NA,0.091,NA,"B"
"M",NA,NA,0.085,0.1835,NA,0.046,0.065,"B"
"F",NA,NA,0.145,0.9325,NA,0.2245,NA,"A"
"I",0.55,NA,0.145,0.89,0.4325,0.171,0.236,"B"
"M",0.525,NA,0.17,0.7305,NA,0.2055,0.195,"C"
"F",NA,NA,0.18,1.2795,NA,0.2855,0.355,"A"
"F",0.61,NA,0.165,1.1785,0.566,0.2785,0.294,"C"
"I",0.49,NA,0.135,0.624,NA,0.1285,NA,"A"
"F",NA,NA,0.165,1.3875,NA,0.3485,NA,"B"
"F",NA,NA,0.17,1.0475,NA,0.1705,0.385,"C"
"F",0.675,NA,0.22,1.604,NA,0.4255,NA,"C"
"I",0.31,NA,0.09,0.127,0.048,0.031,NA,"A"
"M",0.555,NA,0.145,0.9685,0.4985,0.168,NA,"B"
"I",0.53,NA,0.12,0.5965,NA,0.141,NA,"A"
"F",NA,NA,0.21,1.2765,NA,0.279,NA,"C"
"I",0.48,0.355,0.11,0.4495,0.201,0.089,0.14,"A"
"F",0.635,0.485,0.19,1.3765,NA,0.2885,NA,"C"
"M",0.49,0.38,0.11,0.554,NA,0.1005,0.15,"A"
"M",0.515,0.38,0.135,0.6615,0.2875,0.2095,NA,"B"
"I",NA,NA,0.145,0.525,0.2085,0.1,NA,"C"
"M",NA,0.515,0.155,1.4415,0.7055,0.3555,NA,"B"
"F",0.655,NA,0.18,1.412,NA,0.2485,NA,"C"
"M",0.495,0.39,0.15,0.853,0.3285,0.189,NA,"C"
"M",0.69,0.505,0.2,1.872,NA,0.4015,NA,"B"
"I",NA,NA,0.11,0.5605,0.28,0.106,NA,"B"
"F",NA,0.38,0.135,0.486,NA,0.07,0.185,"A"
"I",0.555,0.43,0.14,0.7665,0.341,0.165,NA,"B"
"M",NA,0.49,0.13,1.1335,0.586,0.2565,0.237,"B"
"M",NA,NA,0.15,0.861,0.413,0.164,0.249,"A"
"F",NA,0.39,0.125,0.5445,NA,0.15,NA,"A"
"F",NA,NA,0.125,0.813,NA,0.166,0.1775,"C"
"I",0.475,NA,0.1,0.4425,0.1895,0.086,NA,"B"
"M",NA,NA,0.16,1.09,NA,0.2215,NA,"B"
"F",NA,0.43,0.14,0.834,NA,0.2,0.23,"A"
"I",NA,0.29,0.085,0.2385,NA,0.045,0.0695,"A"
"F",0.615,0.495,0.165,1.198,0.5415,0.2865,0.3185,"B"
"F",NA,NA,0.175,1.271,0.531,0.3075,NA,"C"
"M",0.59,0.475,0.165,1.077,NA,0.244,NA,"B"
"F",0.36,NA,0.09,0.1885,0.0845,0.0385,NA,"A"
"I",NA,0.265,0.085,0.196,0.0775,0.0305,NA,"A"
"M",0.58,0.46,0.165,1.2275,NA,0.1965,0.435,"C"
"F",NA,NA,0.145,0.888,0.41,0.1815,NA,"A"
"M",0.565,NA,0.175,0.9025,NA,0.193,0.325,"C"
"F",0.52,0.405,0.125,0.6435,NA,0.1735,NA,"C"
"M",0.5,0.38,0.125,0.577,NA,0.1265,NA,"B"
"M",NA,NA,0.09,0.163,0.0615,0.034,NA,"B"
"M",0.625,0.48,0.18,1.223,NA,0.2975,NA,"B"
"I",0.335,0.26,0.1,0.192,NA,0.0585,NA,"A"
"M",0.53,0.435,0.135,0.7365,NA,0.1315,0.22,"C"
"M",0.585,0.45,0.15,0.997,NA,0.283,NA,"C"
"F",0.505,NA,0.165,0.729,NA,0.155,NA,"B"
"I",NA,NA,0.155,0.6675,0.2745,0.156,NA,"C"
"I",0.44,0.31,0.115,0.3625,NA,0.082,0.12,"C"
"I",0.465,0.37,0.115,0.4075,0.1515,0.0935,0.1455,"B"
"F",NA,NA,0.17,0.631,NA,0.111,0.216,"C"
"I",0.535,NA,0.155,0.6315,0.2745,0.1415,NA,"C"
"F",0.595,NA,0.15,1.0255,0.412,0.2745,0.289,"C"
"I",NA,0.37,0.125,0.4775,NA,0.0705,NA,"C"
"I",NA,NA,0.15,0.795,0.3075,0.205,NA,"C"
"I",0.275,0.2,0.07,0.096,NA,0.0225,NA,"A"
"F",0.655,NA,0.175,1.472,0.6275,0.27,NA,"C"
"I",0.18,0.135,0.08,0.033,NA,0.007,NA,"A"
"M",0.535,NA,0.125,0.764,0.312,0.1505,0.265,"C"
"M",0.35,NA,0.09,0.197,0.073,0.0365,0.077,"A"
"F",0.695,0.525,0.205,1.8185,NA,0.4025,0.4525,"C"
"M",NA,NA,0.155,1.262,0.6245,0.2455,0.33,"B"
"F",0.63,NA,0.225,1.336,0.6805,0.259,0.3245,"B"
"I",0.5,NA,0.14,0.6615,0.2585,0.1625,0.196,"B"
"M",0.65,NA,0.14,1.175,NA,0.2435,0.215,"A"
"M",0.735,NA,0.22,2.333,NA,0.3645,NA,"C"
"I",NA,0.25,0.075,0.1765,NA,0.0405,0.05,"A"
"F",0.64,0.525,0.215,1.779,0.4535,0.2855,NA,"C"
"F",0.61,NA,0.16,1.0725,NA,0.2515,0.28,"B"
"F",0.6,0.465,0.155,1.04,NA,0.25,0.28,"C"
"M",0.64,0.495,0.17,1.139,NA,0.282,0.285,"B"
"I",0.465,NA,0.115,0.467,0.2315,0.0925,NA,"A"
"M",0.595,NA,0.155,1.041,0.416,0.2105,0.365,"C"
"I",0.31,0.235,0.075,0.1515,0.056,0.0315,0.05,"A"
"M",0.555,0.455,0.16,1.0575,0.3925,0.228,NA,"C"
"M",NA,0.42,0.16,0.72,NA,0.164,NA,"C"
"M",0.5,NA,0.165,0.6885,NA,0.138,0.25,"C"
"F",NA,0.4,0.145,0.63,NA,0.1465,NA,"C"
"M",NA,0.405,0.15,0.853,NA,0.2615,0.245,"B"
"I",0.41,0.305,0.09,0.3535,0.157,0.0745,NA,"A"
"F",NA,NA,0.14,1.133,0.5275,0.2355,NA,"C"
"M",NA,NA,0.145,1.3,NA,0.3285,NA,"C"
"I",0.63,0.505,0.18,1.272,NA,0.295,0.315,"C"
"F",NA,0.445,0.15,0.8,NA,0.163,NA,"B"
"I",0.52,0.385,0.115,0.581,NA,0.156,0.143,"B"
"F",0.545,NA,0.135,0.9185,0.429,0.2015,NA,"B"
"F",NA,0.46,0.15,1.0035,NA,0.2105,NA,"C"
"F",0.605,NA,0.145,1.0185,0.4695,0.225,0.27,"C"
"M",0.565,NA,0.1,0.7145,NA,0.166,NA,"C"
"M",0.545,0.45,0.15,0.7805,NA,0.1625,NA,"A"
"I",0.475,0.35,0.115,0.498,0.2375,0.099,NA,"A"
"I",NA,NA,0.1,0.185,NA,0.0435,NA,"A"
"I",NA,NA,0.075,0.1225,0.0545,0.0115,NA,"A"
"I",NA,NA,0.12,0.4705,0.1845,0.1055,NA,"C"
"M",0.545,NA,0.135,0.7835,NA,0.1815,NA,"A"
"F",NA,0.475,0.16,1.1155,0.509,0.239,NA,"A"
"M",0.26,NA,0.075,0.0945,NA,0.02,NA,"A"
"M",NA,0.545,0.185,1.6135,NA,0.4035,0.3685,"C"
"M",0.615,NA,0.19,1.36,0.5305,0.2375,NA,"C"
"F",0.555,NA,0.18,0.958,NA,0.195,0.39,"C"
"I",NA,0.19,0.06,0.0765,0.036,0.0115,0.0245,"A"
"I",0.42,NA,0.125,0.3915,0.1575,0.1025,NA,"B"
"I",0.44,0.33,0.135,0.4095,NA,0.1005,0.119,"A"
"M",NA,NA,0.19,1.726,NA,0.436,NA,"C"
"I",0.575,NA,0.125,0.8515,0.4555,0.1715,0.1965,"B"
"M",NA,0.44,0.165,0.875,0.279,0.18,0.3,"B"
"F",0.525,NA,0.16,0.658,0.2655,0.1125,0.225,"C"
"F",NA,NA,0.16,0.8215,0.342,0.184,NA,"B"
"I",0.39,NA,0.1,0.2845,NA,0.0635,0.081,"A"
"F",NA,NA,0.1,0.2685,NA,0.056,NA,"A"
"M",0.57,0.44,0.145,0.8815,NA,0.1955,NA,"B"
"F",NA,NA,0.155,0.785,0.289,0.227,NA,"C"
"F",NA,0.4,0.125,0.6675,NA,0.1315,NA,"B"
"F",NA,0.49,0.175,1.233,0.5565,0.247,NA,"C"
"I",0.425,0.32,0.085,0.262,NA,0.067,NA,"A"
"F",NA,0.44,0.155,0.946,0.313,0.1825,0.335,"C"
"M",NA,0.51,0.165,1.403,NA,0.2515,NA,"C"
"F",0.54,0.44,0.16,1.0905,NA,0.2295,NA,"C"
"I",NA,NA,0.135,0.5945,0.27,0.1185,NA,"A"
"I",NA,NA,0.135,0.709,NA,0.174,NA,"B"
"I",0.275,NA,0.07,0.1055,NA,0.019,NA,"A"
"I",0.235,0.175,0.04,0.0705,0.0335,0.015,NA,"A"
"F",NA,NA,0.14,0.8735,NA,0.182,NA,"B"
"F",0.625,0.515,0.15,1.2415,0.5235,0.3065,NA,"C"
"M",NA,NA,0.115,0.9185,0.404,0.1785,NA,"C"
"I",NA,0.385,0.12,0.591,NA,0.1125,NA,"B"
"M",NA,NA,0.16,1.09,NA,0.224,0.354,"C"
"M",0.535,NA,0.15,0.725,0.269,0.1385,0.25,"B"
"M",NA,NA,0.165,1.374,NA,0.351,0.345,"B"
"M",0.55,0.45,0.175,1.0985,NA,0.215,NA,"C"
"M",NA,0.55,0.21,1.4385,NA,0.3255,NA,"C"
"F",NA,0.515,0.175,1.6185,NA,0.409,0.62,"C"
"I",NA,NA,0.055,0.0605,0.0205,0.014,0.02,"A"
"F",NA,NA,0.155,1.8495,NA,0.442,NA,"B"
"I",0.495,0.38,0.135,0.5095,NA,0.1165,0.165,"A"
"I",0.485,0.375,0.14,0.521,0.2,0.123,NA,"A"
"M",0.525,NA,0.155,0.707,NA,0.1605,NA,"B"
"M",NA,0.5,0.185,1.362,0.5785,0.3125,NA,"B"
"I",0.36,0.265,0.085,0.1895,NA,0.0515,0.055,"A"
"I",0.485,NA,0.125,0.5215,0.2215,0.118,NA,"A"
"F",0.55,0.43,0.14,0.84,0.375,0.218,0.1945,"A"
"M",NA,NA,0.16,1.195,NA,0.246,0.335,"C"
"I",0.405,NA,0.065,0.3205,NA,0.066,NA,"A"
"I",NA,NA,0.135,0.5385,0.2645,0.095,NA,"B"
"I",0.62,NA,0.18,1.1785,NA,0.2655,NA,"C"
"M",NA,0.48,0.165,0.9165,NA,0.1965,NA,"B"
"F",0.725,0.53,0.19,1.7315,NA,0.398,NA,"C"
"M",0.5,NA,0.14,0.528,0.2125,0.149,NA,"B"
"F",0.385,0.305,0.125,0.314,0.146,0.0555,NA,"B"
"F",0.525,0.41,0.115,0.7745,NA,0.163,NA,"A"
"M",0.47,0.38,0.145,0.5865,0.2385,0.144,NA,"A"
"F",0.66,0.53,0.185,1.3485,NA,0.245,NA,"C"
"I",NA,0.26,0.09,0.1835,NA,0.024,NA,"C"
"M",0.645,0.495,0.185,1.4935,0.5265,0.2785,NA,"C"
"M",0.53,NA,0.205,0.835,NA,0.2175,NA,"C"
"M",NA,NA,0.125,0.484,NA,0.102,0.165,"A"
"M",0.65,NA,0.125,1.1805,0.5235,0.283,NA,"B"
"F",NA,0.35,0.125,0.4035,NA,0.063,NA,"B"
"I",0.57,NA,0.13,0.7665,NA,0.1785,0.202,"B"
"F",0.585,NA,0.17,0.9915,NA,0.224,NA,"C"
"F",NA,0.42,0.19,1.764,NA,0.377,NA,"B"
"F",NA,NA,0.15,0.485,NA,0.125,0.155,"C"
"F",0.73,NA,0.205,1.908,NA,0.3565,NA,"C"
"I",0.52,0.415,0.14,0.6385,NA,0.1405,NA,"A"
"I",NA,0.3,0.09,0.277,0.1655,0.0625,NA,"A"
"M",0.65,NA,0.175,1.2655,0.615,0.2775,0.336,"B"
"I",NA,0.32,0.11,0.3675,0.1675,0.102,0.105,"A"
"I",0.48,NA,0.125,0.474,NA,0.1035,NA,"B"
"I",0.39,0.3,0.095,0.3265,NA,0.0575,0.089,"A"
"M",NA,NA,0.125,0.3525,NA,0.0565,NA,"C"
"F",NA,0.53,0.225,1.5615,0.63,0.487,NA,"C"
"F",0.47,NA,0.14,0.433,NA,0.095,NA,"C"
"F",NA,0.385,0.135,0.536,0.1895,0.142,NA,"C"
"M",0.56,0.44,0.14,0.971,NA,0.2045,0.265,"C"
"I",0.415,NA,0.095,0.34,0.181,0.057,NA,"A"
"F",0.57,NA,0.145,0.8775,NA,0.217,NA,"A"
"F",NA,0.555,0.195,1.7525,0.7105,0.4215,NA,"C"
"M",NA,NA,0.14,0.8275,NA,0.1855,NA,"A"
"I",NA,0.105,0.05,0.0175,NA,0.0035,0.005,"A"
"M",0.63,0.51,0.23,1.539,0.5635,0.2815,0.57,"C"
"M",0.52,0.385,0.165,0.791,0.375,0.18,NA,"B"
"M",NA,NA,0.195,1.388,NA,0.2735,0.41,"C"
"F",0.69,NA,0.17,1.5535,NA,0.3485,NA,"B"
"M",NA,NA,0.13,0.8295,0.2405,0.1825,NA,"C"
"F",NA,NA,0.185,1.494,NA,0.3935,0.406,"C"
"M",NA,NA,0.135,0.6335,NA,0.1225,0.26,"C"
"I",NA,0.13,0.055,0.0315,0.0105,0.0065,NA,"A"
"I",0.385,0.29,0.095,0.312,NA,0.0635,NA,"A"
"F",NA,NA,0.145,0.9865,NA,0.2155,0.25,"C"
"M",0.525,0.425,0.125,0.812,0.4035,0.1705,NA,"A"
"I",NA,0.28,0.095,0.2655,NA,0.052,0.08,"A"
"M",NA,0.5,0.17,1.4545,NA,0.3575,NA,"B"
"M",NA,0.15,0.05,0.0385,0.0155,0.0085,NA,"A"
"M",NA,NA,0.16,0.9555,NA,0.236,0.265,"A"
"M",NA,0.345,0.15,0.5795,NA,0.125,0.215,"C"
"F",0.615,0.475,0.175,1.194,0.559,0.259,0.3165,"C"
"M",NA,NA,0.155,0.976,NA,0.2285,NA,"B"
"I",0.35,0.25,0.1,0.4015,0.1725,0.063,NA,"A"
"F",NA,0.45,0.185,0.9285,NA,0.1805,0.265,"C"
"M",0.205,0.155,0.045,0.0425,NA,0.0055,0.0155,"A"
"M",0.565,0.435,0.185,1.032,0.354,0.2045,0.31,"C"
"I",0.495,0.38,0.145,0.5,0.205,0.148,NA,"A"
"I",NA,0.445,0.145,0.783,NA,0.157,0.265,"C"
"I",NA,NA,0.105,0.415,NA,0.087,NA,"A"
"I",0.39,0.29,0.09,0.2745,NA,0.0455,NA,"A"
"I",0.32,NA,0.08,0.1565,NA,0.034,NA,"B"
"M",NA,NA,0.14,0.5135,0.241,0.1045,0.155,"A"
"F",0.48,0.38,0.12,0.608,NA,0.1405,0.185,"A"
"M",NA,NA,0.16,1.057,0.4255,0.224,0.31,"B"
"M",NA,0.345,0.125,0.44,NA,0.1065,0.135,"C"
"I",0.55,NA,0.14,0.753,NA,0.1325,NA,"A"
"F",NA,0.455,0.145,0.862,NA,0.1985,0.3,"B"
"M",NA,NA,0.12,0.388,NA,0.087,NA,"B"
"F",0.55,0.43,0.15,0.655,0.2635,0.122,NA,"A"
"M",NA,NA,0.175,1.218,NA,0.303,NA,"C"
"F",NA,0.35,0.105,0.4195,0.194,0.1005,NA,"A"
"M",0.495,NA,0.135,0.709,NA,0.1375,0.262,"C"
"M",0.355,0.265,0.09,0.168,NA,0.041,NA,"A"
"F",NA,NA,0.175,1.3675,NA,0.3035,0.515,"C"
"M",NA,0.345,0.11,0.4595,NA,0.0885,NA,"A"
"F",0.75,NA,0.205,2.2635,NA,0.423,NA,"C"
"M",0.735,0.585,0.185,2.124,NA,0.55,NA,"C"
"F",0.585,0.45,0.145,0.9835,0.4845,0.242,0.22,"B"
"I",0.51,NA,0.13,0.599,0.3065,0.1155,NA,"A"
"F",NA,NA,0.2,1.7095,NA,0.4115,0.49,"C"
"I",0.275,0.22,0.08,0.1365,0.0565,0.0285,NA,"A"
"M",NA,0.425,0.155,0.7735,NA,0.123,0.255,"C"
"F",NA,0.46,0.16,0.921,NA,0.2025,0.2875,"B"
"F",0.565,NA,0.135,0.83,0.393,0.1735,NA,"B"
"F",NA,0.415,0.135,0.7635,NA,0.21,0.2,"B"
"M",0.58,NA,0.13,0.921,0.357,0.181,NA,"C"
"I",NA,NA,0.14,0.699,NA,0.129,NA,"B"
"F",0.5,NA,0.14,0.7155,NA,0.176,0.24,"B"
"M",NA,0.43,0.165,0.8645,NA,0.1945,0.2515,"C"
"F",0.7,0.56,0.175,1.6605,NA,0.3275,0.398,"C"
"M",NA,0.375,0.15,0.636,NA,0.145,0.19,"B"
"I",NA,NA,0.135,0.5365,NA,0.0855,0.1325,"A"
"M",NA,NA,0.155,1.2275,NA,0.274,NA,"A"
"I",0.455,0.355,0.08,0.452,0.2165,0.0995,0.125,"B"
"I",0.375,0.29,0.1,0.219,NA,0.038,NA,"A"
"M",NA,0.335,0.14,0.478,0.1865,0.115,NA,"C"
"I",0.535,0.42,0.145,0.6885,0.273,0.1515,NA,"B"
"F",NA,0.44,0.18,0.854,0.3665,0.1635,0.245,"C"
"I",0.455,NA,0.125,0.533,NA,0.106,0.185,"A"
"M",0.585,0.45,0.15,1.047,NA,0.276,NA,"C"
"F",NA,NA,0.17,0.879,NA,0.1965,NA,"B"
"I",NA,0.45,0.13,0.804,0.3375,0.1405,0.23,"A"
"F",0.535,NA,0.16,0.8105,0.3155,0.1795,0.24,"B"
"I",NA,0.26,0.09,0.1965,0.0875,0.041,NA,"A"
"F",0.685,NA,0.175,1.71,0.5415,0.309,0.58,"C"
"F",NA,NA,0.15,0.8495,NA,0.232,NA,"A"
"I",NA,0.44,0.165,0.8,NA,0.1735,0.25,"C"
"F",0.61,0.46,0.145,1.1185,NA,0.2945,NA,"B"
"I",NA,NA,0.045,0.0265,NA,0.005,NA,"A"
"I",NA,0.255,0.085,0.1785,NA,0.0405,0.055,"B"
"F",NA,0.575,0.2,2.073,NA,0.4655,NA,"C"
"M",NA,0.455,0.17,1.1915,NA,0.2395,0.24,"A"
"M",0.46,NA,0.125,0.547,NA,0.1105,NA,"A"
"M",NA,0.405,0.175,1.2705,NA,0.3265,NA,"C"
"M",0.655,0.54,0.165,1.403,NA,0.2385,NA,"C"
"I",NA,NA,0.065,0.1065,NA,0.0225,NA,"A"
"I",0.275,0.2,0.065,0.1035,0.0475,0.0205,0.03,"A"
"I",0.56,NA,0.165,1.0285,0.4535,0.253,0.275,"C"
"F",NA,0.395,0.165,0.7565,NA,0.17,NA,"B"
"I",0.62,0.475,0.16,0.907,NA,0.167,NA,"C"
"M",NA,NA,0.14,0.972,0.419,0.255,0.269,"B"
"F",0.615,NA,0.205,1.1055,NA,0.227,NA,"C"
"I",NA,0.275,0.09,0.2345,NA,0.051,NA,"A"
"I",NA,0.17,0.065,0.0625,NA,0.014,NA,"A"
"I",0.38,NA,0.085,0.237,NA,0.0405,NA,"A"
"I",0.45,NA,0.115,0.3935,NA,0.071,0.11,"A"
"M",NA,NA,0.155,1.1285,0.477,0.269,NA,"B"
"I",0.425,0.325,0.11,0.317,0.135,0.048,0.09,"A"
"F",NA,0.45,0.195,0.8265,0.4035,0.173,NA,"B"
"I",NA,NA,0.05,0.0235,NA,0.0035,NA,"A"
"I",0.575,NA,0.13,0.7425,0.2895,0.2005,0.22,"A"
"I",NA,NA,0.055,0.0925,NA,0.021,NA,"A"
"F",NA,0.255,0.085,0.204,NA,0.021,NA,"A"
"F",NA,NA,0.155,1.121,NA,0.178,0.155,"C"
"F",0.545,0.445,0.175,0.8525,NA,0.189,0.295,"C"
"M",NA,0.5,0.17,1.054,0.4845,0.228,NA,"B"
"F",0.58,0.455,0.16,0.9215,NA,0.196,0.3,"C"
"F",0.57,NA,0.16,1.0915,NA,0.275,0.315,"C"
"I",NA,0.24,0.07,0.133,0.0585,0.0255,NA,"A"
"M",0.62,NA,0.19,1.218,0.5455,0.2965,0.355,"C"
"M",0.6,NA,0.16,1.142,NA,0.225,NA,"B"
"F",0.645,NA,0.19,1.2395,NA,0.2385,NA,"B"
"F",NA,NA,0.24,2.1995,NA,0.465,0.885,"C"
"I",0.595,0.47,0.135,0.9365,NA,0.184,0.287,"B"
"F",0.67,0.525,0.195,1.37,NA,0.2955,NA,"C"
"M",NA,0.425,0.12,0.702,NA,0.1465,NA,"C"
"F",NA,NA,0.175,1.689,0.694,0.371,NA,"C"
"M",0.585,0.49,0.185,1.171,NA,0.2535,NA,"B"
"I",NA,0.135,0.045,0.032,NA,0.0065,0.01,"A"
"M",NA,NA,0.12,0.6015,NA,0.117,NA,"A"
"I",0.33,0.25,0.095,0.2085,NA,0.0395,NA,"A"
"I",0.27,NA,0.07,0.1,0.034,0.0245,0.035,"A"
