F1	F2	F3	F4	F5	F6	F7	F8	class
I	0.5	0.385	0.12	0.516	0.197	0.1305	0.165	A
F	0.625	0.495	0.16	1.1115	0.4495	0.2825	0.345	C
M	0.63	0.47	0.145	1.1005	0.52	0.26	0.276	B
M	0.61	0.47	0.165	1.052	0.498	0.242	NA	B
F	0.67	0.55	0.19	1.3905	0.5425	0.3035	NA	C
I	0.385	0.28	0.1	0.2755	0.1305	0.061	NA	A
M	0.375	0.3	0.1	0.2465	0.104	0.0475	0.083	C
M	0.65	0.525	0.175	1.4715	0.675	0.315	0.399	C
I	0.365	0.275	0.085	0.223	0.098	0.0375	0.075	A
I	0.46	0.335	0.11	0.444	0.225	0.0745	NA	A
I	0.39	0.295	0.1	0.279	0.1155	0.059	0.08	A
M	0.495	0.38	0.12	0.474	0.197	0.1065	0.1545	B
M	0.52	0.39	0.12	0.6435	0.2885	0.157	0.161	A
F	0.615	0.475	0.17	1.055	0.543	0.246	NA	B
M	0.605	0.445	0.14	0.982	0.4295	0.2085	NA	C
F	0.7	0.525	0.19	1.6015	0.707	0.365	0.43	B
I	0.42	0.325	0.1	0.368	0.1675	0.0625	NA	C
M	0.62	0.5	0.2	1.221	0.4605	0.263	NA	C
M	0.47	0.39	0.15	0.6355	0.2185	0.0885	0.255	B
M	0.645	0.5	0.19	1.5595	0.741	0.3715	NA	C
F	0.55	0.415	0.135	0.775	0.302	0.179	0.26	C
M	0.495	0.4	0.14	0.7775	0.2015	0.18	0.25	C
F	0.66	0.53	0.17	1.431	0.622	0.309	0.398	B
M	0.57	0.48	0.175	1.185	0.474	0.261	NA	C
I	0.285	0.225	0.07	0.1005	0.0425	0.0185	0.035	A
F	0.625	0.49	0.2	1.3825	0.5895	0.285	0.381	C
I	0.42	0.31	0.1	0.2865	0.115	0.0735	0.085	A
M	0.555	0.44	0.15	1.092	0.416	0.212	NA	C
M	0.66	0.535	0.2	1.791	0.733	0.318	NA	C
I	0.475	0.36	0.11	0.492	0.211	0.11	0.15	A
M	0.625	0.47	0.17	1.1665	0.4605	0.2565	NA	C
F	0.44	0.345	0.17	0.4085	0.15	0.0825	NA	C
M	0.65	0.52	0.21	1.6785	0.6665	0.308	NA	C
F	0.44	0.34	0.105	0.364	0.148	0.0805	0.1175	A
M	0.575	0.455	0.155	1.013	0.4685	0.2085	0.295	C
F	0.465	0.355	0.115	0.4705	0.1955	0.118	NA	A
F	0.665	0.53	0.185	1.3955	0.456	0.3205	0.49	C
F	0.5	0.37	0.135	0.45	0.1715	0.1055	0.155	B
I	0.56	0.44	0.14	0.825	0.402	0.139	0.245	B
M	0.665	0.52	0.175	1.3725	0.606	0.32	0.395	C
F	0.605	0.485	0.165	0.9515	0.4535	0.193	0.2765	C
M	0.595	0.5	0.165	1.06	0.402	0.28	0.275	C
I	0.48	0.355	0.125	0.494	0.2385	0.0835	0.15	B
F	0.645	0.515	0.175	1.546	0.7035	0.365	0.415	B
M	0.345	0.265	0.09	0.163	0.0615	0.037	NA	B
M	0.575	0.45	0.165	0.9655	0.498	0.19	0.23	A
I	0.515	0.385	0.125	0.6115	0.3175	0.1265	0.15	A
M	0.615	0.505	0.165	1.167	0.4895	0.2955	0.345	B
F	0.615	0.495	0.16	1.255	0.5815	0.3195	NA	C
I	0.435	0.335	0.11	0.383	0.1555	0.0675	0.135	C
M	0.565	0.455	0.15	0.9795	0.444	0.205	NA	A
I	0.535	0.4	0.145	0.705	0.3065	0.1365	0.22	B
F	0.455	0.35	0.14	0.5185	0.221	0.1265	0.135	B
M	0.62	0.49	0.15	1.195	0.4605	0.302	0.355	B
I	0.285	0.21	0.07	0.109	0.044	0.0265	0.033	A
I	0.47	0.365	0.1	0.411	0.175	0.0855	0.135	A
M	0.35	0.26	0.09	0.198	0.0725	0.056	0.06	B
I	0.39	0.31	0.085	0.344	0.181	0.0695	0.079	A
I	0.225	0.16	0.045	0.0465	0.025	0.015	0.015	A
I	0.48	0.37	0.12	0.514	0.2075	0.131	0.155	C
I	0.36	0.27	0.095	0.2	0.073	0.056	0.061	A
F	0.39	0.29	0.125	0.3055	0.121	0.082	0.09	A
F	0.465	0.35	0.115	0.421	0.1565	0.091	0.1345	B
M	0.34	0.265	0.085	0.1835	0.077	0.046	0.065	B
F	0.6	0.46	0.145	0.9325	0.3985	0.2245	NA	A
I	0.55	0.425	0.145	0.89	0.4325	0.171	NA	B
M	0.525	0.4	0.17	0.7305	0.279	0.2055	0.195	C
F	0.61	0.485	0.18	1.2795	0.5735	0.2855	0.355	A
F	0.61	0.47	0.165	1.1785	0.566	0.2785	NA	C
I	0.49	0.4	0.135	0.624	0.3035	0.1285	0.169	A
F	0.65	0.475	0.165	1.3875	0.58	0.3485	0.3095	B
F	0.575	0.45	0.17	1.0475	0.3775	0.1705	0.385	C
F	0.675	0.535	0.22	1.604	0.6175	0.4255	NA	C
I	0.31	0.235	0.09	0.127	0.048	0.031	0.04	A
M	0.555	0.435	0.145	0.9685	0.4985	0.168	0.2385	B
I	0.53	0.42	0.12	0.5965	0.2555	0.141	NA	A
F	0.565	0.505	0.21	1.2765	0.501	0.279	0.355	C
I	0.48	0.355	0.11	0.4495	0.201	0.089	0.14	A
F	0.635	0.485	0.19	1.3765	0.634	0.2885	0.406	C
M	0.49	0.38	0.11	0.554	0.2935	0.1005	0.15	A
M	0.515	0.38	0.135	0.6615	0.2875	0.2095	0.155	B
I	0.45	0.35	0.145	0.525	0.2085	0.1	NA	C
M	0.66	0.515	0.155	1.4415	0.7055	0.3555	0.335	B
F	0.655	0.515	0.18	1.412	0.6195	0.2485	NA	C
M	0.495	0.39	0.15	0.853	0.3285	0.189	0.27	C
M	0.69	0.505	0.2	1.872	0.893	0.4015	0.48	B
I	0.5	0.38	0.11	0.5605	0.28	0.106	0.15	B
F	0.475	0.38	0.135	0.486	0.1735	0.07	0.185	A
I	0.555	0.43	0.14	0.7665	0.341	0.165	0.23	B
M	0.58	0.49	0.13	1.1335	0.586	0.2565	0.237	B
M	0.59	0.47	0.15	0.861	0.413	0.164	0.249	A
F	0.505	0.39	0.125	0.5445	0.246	0.15	0.1405	A
F	0.525	0.43	0.125	0.813	0.3315	0.166	0.1775	C
I	0.475	0.335	0.1	0.4425	0.1895	0.086	0.135	B
M	0.59	0.455	0.16	1.09	0.5	0.2215	0.292	B
F	0.515	0.43	0.14	0.834	0.367	0.2	0.23	A
I	0.375	0.29	0.085	0.2385	0.118	0.045	0.0695	A
F	0.615	0.495	0.165	1.198	0.5415	0.2865	0.3185	B
F	0.62	0.485	0.175	1.271	0.531	0.3075	0.37	C
M	0.59	0.475	0.165	1.077	0.4545	0.244	0.3095	B
F	0.36	0.27	0.09	0.1885	0.0845	0.0385	0.055	A
I	0.33	0.265	0.085	0.196	0.0775	0.0305	NA	A
M	0.58	0.46	0.165	1.2275	0.473	0.1965	0.435	C
F	0.58	0.445	0.145	0.888	0.41	0.1815	0.2425	A
M	0.565	0.44	0.175	0.9025	0.31	0.193	0.325	C
F	0.52	0.405	0.125	0.6435	0.2415	0.1735	0.21	C
M	0.5	0.38	0.125	0.577	0.269	0.1265	0.1535	B
M	0.33	0.235	0.09	0.163	0.0615	0.034	0.055	B
M	0.625	0.48	0.18	1.223	0.565	0.2975	NA	B
I	0.335	0.26	0.1	0.192	0.0785	0.0585	0.07	A
M	0.53	0.435	0.135	0.7365	0.3275	0.1315	0.22	C
M	0.585	0.45	0.15	0.997	0.4055	0.283	0.251	C
F	0.505	0.4	0.165	0.729	0.2675	0.155	0.25	B
I	0.5	0.38	0.155	0.6675	0.2745	0.156	0.18	C
I	0.44	0.31	0.115	0.3625	0.134	0.082	0.12	C
I	0.465	0.37	0.115	0.4075	0.1515	0.0935	NA	B
F	0.515	0.435	0.17	0.631	0.2765	0.111	NA	C
I	0.535	0.41	0.155	0.6315	0.2745	0.1415	0.1815	C
F	0.595	0.465	0.15	1.0255	0.412	0.2745	NA	C
I	0.495	0.37	0.125	0.4775	0.185	0.0705	0.169	C
I	0.525	0.405	0.15	0.795	0.3075	0.205	0.255	C
I	0.275	0.2	0.07	0.096	0.037	0.0225	0.03	A
F	0.655	0.52	0.175	1.472	0.6275	0.27	0.45	C
I	0.18	0.135	0.08	0.033	0.0145	0.007	0.01	A
M	0.535	0.42	0.125	0.764	0.312	0.1505	0.265	C
M	0.35	0.265	0.09	0.197	0.073	0.0365	0.077	A
F	0.695	0.525	0.205	1.8185	0.819	0.4025	0.4525	C
M	0.6	0.465	0.155	1.262	0.6245	0.2455	0.33	B
F	0.63	0.49	0.225	1.336	0.6805	0.259	NA	B
I	0.5	0.41	0.14	0.6615	0.2585	0.1625	NA	B
M	0.65	0.485	0.14	1.175	0.475	0.2435	0.215	A
M	0.735	0.555	0.22	2.333	1.2395	0.3645	NA	C
I	0.34	0.25	0.075	0.1765	0.0785	0.0405	0.05	A
F	0.64	0.525	0.215	1.779	0.4535	0.2855	NA	C
F	0.61	0.465	0.16	1.0725	0.4835	0.2515	0.28	B
F	0.6	0.465	0.155	1.04	0.4755	0.25	0.28	C
M	0.64	0.495	0.17	1.139	0.5395	0.282	0.285	B
I	0.465	0.365	0.115	0.467	0.2315	0.0925	0.113	A
M	0.595	0.455	0.155	1.041	0.416	0.2105	0.365	C
I	0.31	0.235	0.075	0.1515	0.056	0.0315	0.05	A
M	0.555	0.455	0.16	1.0575	0.3925	0.228	NA	C
M	0.535	0.42	0.16	0.72	0.275	0.164	0.225	C
M	0.5	0.415	0.165	0.6885	0.249	0.138	NA	C
F	0.5	0.4	0.145	0.63	0.234	0.1465	0.23	C
M	0.59	0.405	0.15	0.853	0.326	0.2615	0.245	B
I	0.41	0.305	0.09	0.3535	0.157	0.0745	0.1	A
F	0.61	0.475	0.14	1.133	0.5275	0.2355	NA	C
M	0.605	0.49	0.145	1.3	0.517	0.3285	0.31	C
I	0.63	0.505	0.18	1.272	0.6025	0.295	0.315	C
F	0.545	0.445	0.15	0.8	0.3535	0.163	NA	B
I	0.52	0.385	0.115	0.581	0.2555	0.156	0.143	B
F	0.545	0.44	0.135	0.9185	0.429	0.2015	NA	B
F	0.585	0.46	0.15	1.0035	0.503	0.2105	0.2515	C
F	0.605	0.475	0.145	1.0185	0.4695	0.225	0.27	C
M	0.565	0.425	0.1	0.7145	0.3055	0.166	0.18	C
M	0.545	0.45	0.15	0.7805	0.3795	0.1625	0.216	A
I	0.475	0.35	0.115	0.498	0.2375	0.099	0.14	A
I	0.325	0.27	0.1	0.185	0.08	0.0435	0.065	A
I	0.28	0.2	0.075	0.1225	0.0545	0.0115	0.035	A
I	0.47	0.37	0.12	0.4705	0.1845	0.1055	0.155	C
M	0.545	0.39	0.135	0.7835	0.4225	0.1815	NA	A
F	0.505	0.475	0.16	1.1155	0.509	0.239	NA	A
M	0.26	0.19	0.075	0.0945	0.0445	0.02	0.03	A
M	0.7	0.545	0.185	1.6135	0.75	0.4035	0.3685	C
M	0.615	0.48	0.19	1.36	0.5305	0.2375	0.47	C
F	0.555	0.455	0.18	0.958	0.296	0.195	0.39	C
I	0.25	0.19	0.06	0.0765	0.036	0.0115	NA	A
I	0.42	0.325	0.125	0.3915	0.1575	0.1025	0.115	B
I	0.44	0.33	0.135	0.4095	0.163	0.1005	NA	A
M	0.695	0.53	0.19	1.726	0.7625	0.436	0.455	C
I	0.575	0.44	0.125	0.8515	0.4555	0.1715	0.1965	B
M	0.535	0.44	0.165	0.875	0.279	0.18	0.3	B
F	0.525	0.405	0.16	0.658	0.2655	0.1125	0.225	C
F	0.56	0.41	0.16	0.8215	0.342	0.184	0.253	B
I	0.39	0.29	0.1	0.2845	0.1255	0.0635	NA	A
F	0.37	0.295	0.1	0.2685	0.1165	0.056	NA	A
M	0.57	0.44	0.145	0.8815	0.3605	0.1955	NA	B
F	0.55	0.43	0.155	0.785	0.289	0.227	NA	C
F	0.5	0.4	0.125	0.6675	0.261	0.1315	0.22	B
F	0.625	0.49	0.175	1.233	0.5565	0.247	0.365	C
I	0.425	0.32	0.085	0.262	0.1235	0.067	0.0725	A
F	0.55	0.44	0.155	0.946	0.313	0.1825	0.335	C
M	0.645	0.51	0.165	1.403	0.5755	0.2515	NA	C
F	0.54	0.44	0.16	1.0905	0.391	0.2295	0.355	C
I	0.545	0.405	0.135	0.5945	0.27	0.1185	NA	A
I	0.54	0.415	0.135	0.709	0.3195	0.174	0.185	B
I	0.275	0.205	0.07	0.1055	0.495	0.019	NA	A
I	0.235	0.175	0.04	0.0705	0.0335	0.015	NA	A
F	0.525	0.425	0.14	0.8735	0.4205	0.182	NA	B
F	0.625	0.515	0.15	1.2415	0.5235	0.3065	0.36	C
M	0.565	0.44	0.115	0.9185	0.404	0.1785	0.29	C
I	0.49	0.385	0.12	0.591	0.271	0.1125	0.1775	B
M	0.63	0.49	0.16	1.09	0.407	0.224	NA	C
M	0.535	0.435	0.15	0.725	0.269	0.1385	0.25	B
M	0.66	0.505	0.165	1.374	0.589	0.351	0.345	B
M	0.55	0.45	0.175	1.0985	0.3765	0.215	0.4	C
M	0.705	0.55	0.21	1.4385	0.655	0.3255	0.462	C
F	0.68	0.515	0.175	1.6185	0.5125	0.409	NA	C
I	0.215	0.17	0.055	0.0605	0.0205	0.014	0.02	A
F	0.695	0.55	0.155	1.8495	0.767	0.442	NA	B
I	0.495	0.38	0.135	0.5095	0.2065	0.1165	0.165	A
I	0.485	0.375	0.14	0.521	0.2	0.123	0.17	A
M	0.525	0.4	0.155	0.707	0.282	0.1605	0.225	B
M	0.63	0.5	0.185	1.362	0.5785	0.3125	0.384	B
I	0.36	0.265	0.085	0.1895	0.0725	0.0515	NA	A
I	0.485	0.38	0.125	0.5215	0.2215	0.118	0.16	A
F	0.55	0.43	0.14	0.84	0.375	0.218	0.1945	A
M	0.635	0.525	0.16	1.195	0.5435	0.246	0.335	C
I	0.405	0.31	0.065	0.3205	0.1575	0.066	0.088	A
I	0.505	0.38	0.135	0.5385	0.2645	0.095	0.165	B
I	0.62	0.485	0.18	1.1785	0.4675	0.2655	0.39	C
M	0.6	0.48	0.165	0.9165	0.4135	0.1965	0.2725	B
F	0.725	0.53	0.19	1.7315	0.83	0.398	0.405	C
M	0.5	0.355	0.14	0.528	0.2125	0.149	0.14	B
F	0.385	0.305	0.125	0.314	0.146	0.0555	0.08	B
F	0.525	0.41	0.115	0.7745	0.416	0.163	0.18	A
M	0.47	0.38	0.145	0.5865	0.2385	0.144	0.185	A
F	0.66	0.53	0.185	1.3485	0.493	0.245	0.49	C
I	0.335	0.26	0.09	0.1835	0.078	0.024	0.065	C
M	0.645	0.495	0.185	1.4935	0.5265	0.2785	0.455	C
M	0.53	0.44	0.205	0.835	0.32	0.2175	0.245	C
M	0.455	0.375	0.125	0.484	0.2155	0.102	0.165	A
M	0.65	0.515	0.125	1.1805	0.5235	0.283	0.3275	B
F	0.44	0.35	0.125	0.4035	0.175	0.063	0.129	B
I	0.57	0.44	0.13	0.7665	0.347	0.1785	0.202	B
F	0.585	0.465	0.17	0.9915	0.3865	0.224	0.265	C
F	0.575	0.42	0.19	1.764	0.914	0.377	NA	B
F	0.445	0.355	0.15	0.485	0.181	0.125	0.155	C
F	0.73	0.55	0.205	1.908	0.5415	0.3565	NA	C
I	0.52	0.415	0.14	0.6385	0.2945	0.1405	0.171	A
I	0.38	0.3	0.09	0.277	0.1655	0.0625	0.082	A
M	0.65	0.52	0.175	1.2655	0.615	0.2775	0.336	B
I	0.43	0.32	0.11	0.3675	0.1675	0.102	0.105	A
I	0.48	0.37	0.125	0.474	0.179	0.1035	0.175	B
I	0.39	0.3	0.095	0.3265	0.1665	0.0575	0.089	A
M	0.425	0.315	0.125	0.3525	0.1135	0.0565	0.13	C
F	0.67	0.53	0.225	1.5615	0.63	0.487	NA	C
F	0.47	0.355	0.14	0.433	0.1525	0.095	NA	C
F	0.48	0.385	0.135	0.536	0.1895	0.142	NA	C
M	0.56	0.44	0.14	0.971	0.443	0.2045	0.265	C
I	0.415	0.31	0.095	0.34	0.181	0.057	NA	A
F	0.57	0.445	0.145	0.8775	0.412	0.217	0.22	A
F	0.705	0.555	0.195	1.7525	0.7105	0.4215	NA	C
M	0.505	0.44	0.14	0.8275	0.3415	0.1855	0.239	A
I	0.155	0.105	0.05	0.0175	0.005	0.0035	0.005	A
M	0.63	0.51	0.23	1.539	0.5635	0.2815	NA	C
M	0.52	0.385	0.165	0.791	0.375	0.18	NA	B
M	0.655	0.53	0.195	1.388	0.567	0.2735	0.41	C
F	0.69	0.53	0.17	1.5535	0.7945	0.3485	NA	B
M	0.525	0.4	0.13	0.8295	0.2405	0.1825	0.275	C
F	0.68	0.52	0.185	1.494	0.615	0.3935	NA	C
M	0.495	0.385	0.135	0.6335	0.2	0.1225	0.26	C
I	0.175	0.13	0.055	0.0315	0.0105	0.0065	NA	A
I	0.385	0.29	0.095	0.312	0.143	0.0635	0.086	A
F	0.58	0.465	0.145	0.9865	0.47	0.2155	0.25	C
M	0.525	0.425	0.125	0.812	0.4035	0.1705	0.195	A
I	0.37	0.28	0.095	0.2655	0.122	0.052	0.08	A
M	0.64	0.5	0.17	1.4545	0.642	0.3575	0.354	B
M	0.21	0.15	0.05	0.0385	0.0155	0.0085	0.01	A
M	0.585	0.465	0.16	0.9555	0.4595	0.236	0.265	A
M	0.455	0.345	0.15	0.5795	0.1685	0.125	0.215	C
F	0.615	0.475	0.175	1.194	0.559	0.259	0.3165	C
M	0.495	0.375	0.155	0.976	0.45	0.2285	0.2475	B
I	0.35	0.25	0.1	0.4015	0.1725	0.063	NA	A
F	0.565	0.45	0.185	0.9285	0.302	0.1805	0.265	C
M	0.205	0.155	0.045	0.0425	0.017	0.0055	NA	A
M	0.565	0.435	0.185	1.032	0.354	0.2045	0.31	C
I	0.495	0.38	0.145	0.5	0.205	0.148	NA	A
I	0.55	0.445	0.145	0.783	0.3045	0.157	0.265	C
I	0.46	0.345	0.105	0.415	0.187	0.087	0.11	A
I	0.39	0.29	0.09	0.2745	0.135	0.0455	NA	A
I	0.32	0.25	0.08	0.1565	0.057	0.034	0.06	B
M	0.475	0.36	0.14	0.5135	0.241	0.1045	0.155	A
F	0.48	0.38	0.12	0.608	0.2705	0.1405	0.185	A
M	0.595	0.435	0.16	1.057	0.4255	0.224	0.31	B
M	0.455	0.345	0.125	0.44	0.169	0.1065	0.135	C
I	0.55	0.45	0.14	0.753	0.3445	0.1325	0.24	A
F	0.605	0.455	0.145	0.862	0.334	0.1985	0.3	B
M	0.425	0.34	0.12	0.388	0.149	0.087	0.125	B
F	0.55	0.43	0.15	0.655	0.2635	0.122	NA	A
M	0.66	0.51	0.175	1.218	0.5055	0.303	0.37	C
F	0.435	0.35	0.105	0.4195	0.194	0.1005	0.13	A
M	0.495	0.385	0.135	0.709	0.211	0.1375	0.262	C
M	0.355	0.265	0.09	0.168	0.05	0.041	0.063	A
F	0.63	0.48	0.175	1.3675	0.5015	0.3035	0.515	C
M	0.46	0.345	0.11	0.4595	0.235	0.0885	NA	A
F	0.75	0.615	0.205	2.2635	0.821	0.423	NA	C
M	0.735	0.585	0.185	2.124	0.952	0.55	0.5	C
F	0.585	0.45	0.145	0.9835	0.4845	0.242	0.22	B
I	0.51	0.405	0.13	0.599	0.3065	0.1155	NA	A
F	0.705	0.55	0.2	1.7095	0.633	0.4115	NA	C
I	0.275	0.22	0.08	0.1365	0.0565	0.0285	0.042	A
M	0.52	0.425	0.155	0.7735	0.297	0.123	0.255	C
F	0.595	0.46	0.16	0.921	0.4005	0.2025	0.2875	B
F	0.565	0.44	0.135	0.83	0.393	0.1735	0.238	B
F	0.55	0.415	0.135	0.7635	0.318	0.21	0.2	B
M	0.58	0.46	0.13	0.921	0.357	0.181	0.29	C
I	0.52	0.41	0.14	0.699	0.3395	0.129	NA	B
F	0.5	0.395	0.14	0.7155	0.3165	0.176	0.24	B
M	0.525	0.43	0.165	0.8645	0.376	0.1945	NA	C
F	0.7	0.56	0.175	1.6605	0.8605	0.3275	0.398	C
M	0.5	0.375	0.15	0.636	0.2535	0.145	0.19	B
I	0.455	0.35	0.135	0.5365	0.2855	0.0855	0.1325	A
M	0.66	0.485	0.155	1.2275	0.61	0.274	0.3	A
I	0.455	0.355	0.08	0.452	0.2165	0.0995	0.125	B
I	0.375	0.29	0.1	0.219	0.0925	0.038	NA	A
M	0.45	0.335	0.14	0.478	0.1865	0.115	0.16	C
I	0.535	0.42	0.145	0.6885	0.273	0.1515	NA	B
F	0.58	0.44	0.18	0.854	0.3665	0.1635	0.245	C
I	0.455	0.375	0.125	0.533	0.233	0.106	0.185	A
M	0.585	0.45	0.15	1.047	0.4315	0.276	0.315	C
F	0.535	0.415	0.17	0.879	0.295	0.1965	0.285	B
I	0.55	0.45	0.13	0.804	0.3375	0.1405	0.23	A
F	0.535	0.435	0.16	0.8105	0.3155	0.1795	0.24	B
I	0.335	0.26	0.09	0.1965	0.0875	0.041	NA	A
F	0.685	0.525	0.175	1.71	0.5415	0.309	NA	C
F	0.53	0.425	0.15	0.8495	0.328	0.232	0.202	A
I	0.56	0.44	0.165	0.8	0.335	0.1735	0.25	C
F	0.61	0.46	0.145	1.1185	0.478	0.2945	NA	B
I	0.19	0.13	0.045	0.0265	0.009	0.005	NA	A
I	0.335	0.255	0.085	0.1785	0.071	0.0405	0.055	B
F	0.755	0.575	0.2	2.073	1.0135	0.4655	0.48	C
M	0.6	0.455	0.17	1.1915	0.696	0.2395	0.24	A
M	0.46	0.36	0.125	0.547	0.2165	0.1105	0.19	A
M	0.535	0.405	0.175	1.2705	0.548	0.3265	NA	C
M	0.655	0.54	0.165	1.403	0.6955	0.2385	NA	C
I	0.27	0.195	0.065	0.1065	0.0475	0.0225	NA	A
I	0.275	0.2	0.065	0.1035	0.0475	0.0205	0.03	A
I	0.56	0.445	0.165	1.0285	0.4535	0.253	0.275	C
F	0.515	0.395	0.165	0.7565	0.1905	0.17	NA	B
I	0.62	0.475	0.16	0.907	0.371	0.167	NA	C
M	0.54	0.455	0.14	0.972	0.419	0.255	0.269	B
F	0.615	0.5	0.205	1.1055	0.4445	0.227	0.39	C
I	0.365	0.275	0.09	0.2345	0.108	0.051	NA	A
I	0.235	0.17	0.065	0.0625	0.023	0.014	NA	A
I	0.38	0.285	0.085	0.237	0.115	0.0405	0.07	A
I	0.45	0.335	0.115	0.3935	0.195	0.071	0.11	A
M	0.64	0.49	0.155	1.1285	0.477	0.269	0.34	B
I	0.425	0.325	0.11	0.317	0.135	0.048	0.09	A
F	0.58	0.45	0.195	0.8265	0.4035	0.173	0.225	B
I	0.175	0.125	0.05	0.0235	0.008	0.0035	0.008	A
I	0.575	0.43	0.13	0.7425	0.2895	0.2005	0.22	A
I	0.275	0.2	0.055	0.0925	0.038	0.021	NA	A
F	0.34	0.255	0.085	0.204	0.097	0.021	0.05	A
F	0.595	0.47	0.155	1.121	0.4515	0.178	NA	C
F	0.545	0.445	0.175	0.8525	0.3465	0.189	0.295	C
M	0.615	0.5	0.17	1.054	0.4845	0.228	0.295	B
F	0.58	0.455	0.16	0.9215	0.312	0.196	0.3	C
F	0.57	0.495	0.16	1.0915	0.452	0.275	0.315	C
I	0.32	0.24	0.07	0.133	0.0585	0.0255	0.041	A
M	0.62	0.49	0.19	1.218	0.5455	0.2965	0.355	C
M	0.6	0.45	0.16	1.142	0.539	0.225	0.307	B
F	0.645	0.535	0.19	1.2395	0.468	0.2385	NA	B
F	0.715	0.565	0.24	2.1995	0.7245	0.465	0.885	C
I	0.595	0.47	0.135	0.9365	0.434	0.184	0.287	B
F	0.67	0.525	0.195	1.37	0.6065	0.2955	NA	C
M	0.525	0.425	0.12	0.702	0.3335	0.1465	0.22	C
F	0.675	0.55	0.175	1.689	0.694	0.371	NA	C
M	0.585	0.49	0.185	1.171	0.522	0.2535	0.335	B
I	0.185	0.135	0.045	0.032	0.011	0.0065	0.01	A
M	0.48	0.365	0.12	0.6015	0.312	0.117	0.14	A
I	0.33	0.25	0.095	0.2085	0.102	0.0395	NA	A
I	0.27	0.2	0.07	0.1	0.034	0.0245	0.035	A
I	0.39	0.3	0.09	0.252	0.1065	0.053	0.08	A
M	0.55	0.425	0.155	0.9175	0.2775	0.243	0.335	C
I	0.295	0.22	0.065	0.1295	0.052	0.028	0.035	A
M	0.715	0.525	0.2	1.89	0.95	0.436	NA	B
I	0.545	0.435	0.135	0.7715	0.372	0.148	NA	A
F	0.6	0.5	0.16	1.122	0.5095	0.256	NA	B
M	0.615	0.51	0.15	1.296	0.545	0.3315	NA	B
M	0.67	0.52	0.175	1.4755	0.6275	0.379	NA	B
M	0.58	0.43	0.125	0.9115	0.446	0.2075	NA	B
I	0.465	0.345	0.105	0.4015	0.242	0.0345	0.109	A
M	0.6	0.485	0.175	1.2675	0.4995	0.2815	0.38	C
M	0.63	0.47	0.15	1.1355	0.539	0.2325	0.3115	C
F	0.445	0.325	0.125	0.455	0.1785	0.1125	0.14	B
M	0.615	0.47	0.165	1.128	0.4465	0.2195	0.34	B
F	0.53	0.435	0.17	0.8155	0.2985	0.155	0.275	C
M	0.575	0.47	0.15	1.1415	0.4515	0.204	0.4	C
F	0.53	0.385	0.125	0.6695	0.289	0.151	NA	B
F	0.62	0.5	0.175	1.186	0.4985	0.3015	0.35	C
F	0.545	0.42	0.175	0.754	0.256	0.1775	0.275	B
F	0.685	0.545	0.18	1.768	0.7495	0.392	0.485	C
M	0.44	0.365	0.125	0.516	0.2155	0.114	0.155	B
I	0.4	0.3	0.11	0.315	0.109	0.067	0.12	B
F	0.45	0.35	0.145	0.5425	0.1765	0.123	0.175	C
F	0.58	0.46	0.12	0.9935	0.4625	0.2385	0.28	C
I	0.28	0.12	0.075	0.117	0.0455	0.029	NA	A
I	0.42	0.305	0.1	0.3415	0.1645	0.0775	NA	A
F	0.625	0.445	0.16	1.09	0.46	0.2965	NA	C
M	0.605	0.475	0.175	1.2525	0.5575	0.3055	0.343	B
I	0.44	0.35	0.125	0.456	0.21	0.0955	NA	A
I	0.31	0.225	0.07	0.1055	0.435	0.015	0.04	A
I	0.32	0.24	0.075	0.1735	0.076	0.0355	0.05	A
M	0.4	0.32	0.095	0.303	0.1335	0.06	0.1	A
F	0.6	0.48	0.15	1.029	0.4085	0.2705	0.295	C
F	0.57	0.42	0.16	0.8875	0.4315	0.1915	0.223	A
M	0.595	0.455	0.195	1.3305	0.4595	0.3235	0.345	C
F	0.635	0.495	0.175	1.211	0.707	0.2725	NA	B
M	0.555	0.425	0.13	0.7665	0.264	0.168	0.275	C
M	0.41	0.315	0.095	0.306	0.121	0.0735	0.09	B
M	0.625	0.5	0.195	1.369	0.5875	0.2185	0.37	C
I	0.56	0.44	0.13	0.7235	0.349	0.149	0.2	A
F	0.635	0.49	0.17	1.2615	0.5385	0.2665	0.38	B
I	0.375	0.29	0.095	0.213	0.096	0.041	NA	A
M	0.605	0.49	0.18	1.167	0.457	0.29	0.3745	B
I	0.185	0.13	0.045	0.029	0.012	0.0075	NA	A
M	0.765	0.6	0.22	2.302	1.007	0.509	NA	C
I	0.13	0.1	0.03	0.013	0.0045	0.003	0.004	A
F	0.48	0.405	0.13	0.6375	0.277	0.1445	0.21	B
F	0.625	0.52	0.18	1.354	0.4845	0.351	0.375	C
I	0.41	0.335	0.105	0.3305	0.1405	0.064	0.105	A
F	0.46	0.375	0.12	0.4605	0.1775	0.11	0.15	A
I	0.32	0.245	0.08	0.1585	0.0635	0.0325	0.05	C
F	0.435	0.32	0.12	0.3785	0.152	0.0915	0.125	C
M	0.63	0.53	0.175	1.4135	0.667	0.2945	NA	C
M	0.515	0.385	0.11	0.5785	0.253	0.16	0.14	A
I	0.41	0.3	0.09	0.304	0.129	0.071	NA	A
I	0.485	0.365	0.09	0.651	0.3165	0.132	0.18	A
